Cycle	Pathway	k_number	Detail	Elos10	Elos12	Elos01	Elos02	Elos03	Elos07
Other	Bacterial chemotaxis	K03415	cheV; two-component system. chemotaxis family. chemotaxis protein CheV	20.11579308	11.97697606	28.75215606	26.31744204	10.23293314	17.92954692
Other	Bacterial chemotaxis	K03411	cheD; chemotaxis protein CheD [EC:3.5.1.44]	124.8598272	73.84468983	140.2944573	140.0956061	87.08640676	96.33554271
Other	Bacterial chemotaxis	K00575	cheR; chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	220.9797775	197.1596383	225.7407146	188.1638947	186.0346568	245.3855675
Other	Bacterial chemotaxis	K02410	fliG; flagellar motor switch protein FliG	130.1708957	81.5388247	86.34663625	104.7344483	97.37247576	115.2641541
Other	Bacterial chemotaxis	K02416	fliM; flagellar motor switch protein FliM	80.86350899	61.2280078	74.87407237	77.98558743	68.98346331	86.99638963
Other	Bacterial chemotaxis	K02417	fliNY. fliN; flagellar motor switch protein FliN/FliY	98.3501151	65.98579562	62.57730166	84.56589481	75.03784826	103.7541137
Other	Bacterial chemotaxis	K02556	motA; chemotaxis protein MotA	124.3706339	94.76042117	136.1707936	111.5398534	101.4309856	137.1061817
Other	Bacterial chemotaxis	K02557	motB; chemotaxis protein MotB	146.9862417	101.6164076	110.4729395	114.8729583	180.6927339	185.2818148
Other	Flagellar assembly	K02402	flhC; flagellar transcriptional activator FlhC	3.200602968	0.55840716	1.933973054	1.275608915	1.831278268	6.250711486
Other	Flagellar assembly	K02403	flhD; flagellar transcriptional activator FlhD	0.100505745	0.7250001	0.758967741	0.45156871	2.183026154	1.402530125
Other	Flagellar assembly	K02398	flgM; negative regulator of flagellin synthesis FlgM	76.27605262	39.3371898	39.03556869	68.09912747	29.33059151	43.10352006
Other	Flagellar assembly	K02405	fliA; RNA polymerase sigma factor for flagellar operon FliA	70.39244688	51.16415253	38.89414266	66.25844073	39.13685333	49.27587107
Other	Flagellar assembly	K02406	fliC; flagellin	164.0636697	94.68858263	133.6771218	140.9583339	130.8851823	168.1883019
Other	Flagellar assembly	K02407	fliD; flagellar hook-associated protein 2	85.59401843	69.41578375	82.10220712	91.79510354	45.97407131	74.23711171
Other	Flagellar assembly	K02397	flgL; flagellar hook-associated protein 3 FlgL	51.51148677	42.47267964	43.10145051	58.64759222	31.94826963	45.20358878
Other	Flagellar assembly	K02396	flgK; flagellar hook-associated protein 1 FlgK	111.7538985	78.41026118	83.22628225	111.7326609	81.63315911	97.07111813
Other	Flagellar assembly	K02414	fliK; flagellar hook-length control protein FliK	61.43629005	32.7485285	39.36711212	60.09556375	37.46462057	47.21319736
Other	Flagellar assembly	K02389	flgD; flagellar basal-body rod modification protein FlgD	91.06718423	66.13648724	65.88682123	86.10790695	76.08640524	97.28850922
Other	Flagellar assembly	K02390	flgE; flagellar hook protein FlgE	55.48931855	41.19617389	50.9943091	51.72023132	68.86687107	63.6662496
Other	Flagellar assembly	K02391	flgF; flagellar basal-body rod protein FlgF	53.41025196	54.52088488	70.74724766	80.93202043	54.65291716	63.99802565
Other	Flagellar assembly	K02392	flgG; flagellar basal-body rod protein FlgG	58.67195462	39.70954304	48.68795292	61.0224856	70.24185058	78.69318458
Other	Flagellar assembly	K02393	flgH; flagellar L-ring protein precursor FlgH	87.95013307	66.15065146	66.26190428	85.14492892	83.76256893	96.78697648
Other	Flagellar assembly	K02394	flgI; flagellar P-ring protein precursor FlgI	86.27436006	67.96615303	68.80667847	82.82588213	82.8302131	96.37244402
Other	Flagellar assembly	K02387	flgB; flagellar basal-body rod protein FlgB	73.31552752	53.22715155	54.88989155	68.73002219	74.17358168	77.43353989
Other	Flagellar assembly	K02388	flgC; flagellar basal-body rod protein FlgC	88.77076702	61.91914833	64.95232461	87.60966234	81.21607308	93.53285026
Other	Flagellar assembly	K02408	fliE; flagellar hook-basal body complex protein FliE	79.06559792	59.09332741	58.52901199	74.92631323	76.51662326	79.61121669
Other	Flagellar assembly	K02409	fliF; flagellar M-ring protein FliF	87.23073971	66.27964043	69.57839034	86.3684546	79.96489545	98.88946039
Other	Flagellar assembly	K02410	fliG; flagellar motor switch protein FliG	130.1708957	81.5388247	86.34663625	104.7344483	97.37247576	115.2641541
Other	Flagellar assembly	K02416	fliM; flagellar motor switch protein FliM	80.86350899	61.2280078	74.87407237	77.98558743	68.98346331	86.99638963
Other	Flagellar assembly	K02417	fliNY. fliN; flagellar motor switch protein FliN/FliY	98.3501151	65.98579562	62.57730166	84.56589481	75.03784826	103.7541137
Other	Flagellar assembly	K02400	flhA; flagellar biosynthesis protein FlhA	55.75286435	41.72183267	36.92108912	57.30216166	54.79986317	62.75000075
Other	Flagellar assembly	K02401	flhB; flagellar biosynthetic protein FlhB	53.31324767	43.02954548	49.60154081	50.26485381	64.83235464	73.74410818
Other	Flagellar assembly	K02411	fliH; flagellar assembly protein FliH	61.42181581	49.43649835	39.08186937	57.52501152	33.92766274	49.97626524
Other	Flagellar assembly	K02412	fliI; flagellum-specific ATP synthase [EC:7.4.2.8]	35.5864905	35.15064158	33.58512578	37.70275509	26.87868579	36.58680358
Other	Flagellar assembly	K02418	fliOZ. fliO; flagellar protein FliO/FliZ	74.94253783	58.5166642	50.7933531	67.90392998	46.66266285	72.59815728
Other	Flagellar assembly	K02419	fliP; flagellar biosynthetic protein FliP	67.70771973	50.22954019	50.91774809	65.17320375	58.62882011	72.23334264
Other	Flagellar assembly	K02420	fliQ; flagellar biosynthetic protein FliQ	76.50571981	58.96017493	56.99936384	75.86764735	70.19669092	74.69839385
Other	Flagellar assembly	K02421	fliR; flagellar biosynthetic protein FliR	62.35893454	48.6664551	54.85694609	65.52133289	63.29046741	75.22305952
Other	Flagellar assembly	K13820	fliR-flhB; flagellar biosynthetic protein FliR/FlhB						
Other	Flagellar assembly	K02556	motA; chemotaxis protein MotA	124.3706339	94.76042117	136.1707936	111.5398534	101.4309856	137.1061817
Other	Flagellar assembly	K02557	motB; chemotaxis protein MotB	146.9862417	101.6164076	110.4729395	114.8729583	180.6927339	185.2818148
Other	Flagellar assembly	K21217	motX; sodium-type polar flagellar protein MotX						
Other	Flagellar assembly	K21218	motY; sodium-type flagellar protein MotY	0.454597469	1.437556532	9.128364222	0.452781134	0.692113669	4.357646346
Other	Flagellar assembly	K02399	flgN; flagella synthesis protein FlgN	19.5171852	27.46416923	22.71991312	24.65993852	10.01329855	18.7568661
Other	Flagellar assembly	K02413	fliJ; flagellar FliJ protein	72.15217571	53.38325299	49.19834921	68.17874506	42.72886228	61.23910685
Other	Flagellar assembly	K02422	fliS; flagellar protein FliS	74.44596391	59.05067758	60.69119221	77.96654005	40.13617428	66.45657579
Other	Flagellar assembly	K02423	fliT; flagellar protein FliT	21.83820626	24.42643098	17.97638187	24.6817085	8.613150127	16.28019708
Other	Flagellar assembly	K02386	flgA; flagella basal body P-ring formation protein FlgA	71.3997469	52.77298665	53.91990324	67.18640869	65.86399826	77.16416785
Other	Dissimilatory arsenic reduction (arsRBC or arsRDABC)	K00537	arsC; arsenate reductase	43.35049637	22.69464637	10.73309009	30.51690927	28.66957134	40.96148859
Other	Dissimilatory arsenic reduction (arsRBC or arsRDABC)	K03741	arsC; arsenate reductase	155.7498245	163.0228785	158.8960918	192.7712083	156.9356385	163.3833116
Other	Dissimilatory arsenic reduction (arsRBC or arsRDABC)	K18701	arsC; arsenate-mycothiol transferase						
Other	Dissimilatory arsenic reduction (arsRBC or arsRDABC)	K03325	arsB; arsenite transporter OR K03893 arsB; arsenical pump membrane protein	165.239221	191.4828251	151.4584013	174.9675349	161.1487688	165.6472836
Other	Dissimilatory arsenic reduction (arsRBC or arsRDABC)	K03893	arsB; arsenical pump membrane protein	2.017135376	1.433610845	3.407907804	4.986737742	2.405282223	1.710158197
Other	Dissimilatory arsenic reduction (arsRBC or arsRDABC)	K03892	arsR; ArsR family transcriptional regulator	178.0759711	278.9118969	201.9739596	242.9505487	198.3932899	207.5165906
Other	Dissimilatory arsenic reduction (arsRBC or arsRDABC)	K01551	arsA; arsenite/tail-anchored protein-transporting ATPase	61.2818309	234.3257542	461.8793167	120.9918742	399.0766152	304.9625456
Other	Isoprene monooxygenase (IsoA)	IsoA	isoprene monooxygenase α-subunit						
